 clinicName,Location,OpeningHours,Age,Contact
APEX MEDICAL CENTRE (JURONG) PTE LTD,Blk 960 Jurong West St 92 #01-172  S(640960),"MON - FRI : 8AM - 9PM , SAT : 8AM-12PM , SUN : 8AM - 12PM , PH : 8AM - 12PM",From 7 and Up,67912292
Appletree Medical Centre,BLK 416 ANG MO KIO AVENUE 10 #01-997 TECK GHEE HEARTLANDS  S(560416),9am-1130am (for PDT) (Monday to Saturday),From 7 and Up,64548361
ARIS MEDICAL CLINIC,989 Bukit Timah Road Maplewoods  S(589629),Mon to Fri: 9:30AM - 12:30PM  (by appointment only),From 13 and Up,64631197
ASIA RETINA EYE SURGERY CENTRE,"290 ORCHARD ROAD #15-10 THE PARAGON   , S(238859)","Monday to Friday: 9 am to 5.30 pm , Saturday: 9 am to 12.30 pm , Closed on Public Holidays",From 13 and Up,67320007
ASSURANCE MEDICARE CLINIC AND SURGERY,370 Tanjong Katong Road  S(437127),"MON-FRI: 8.30AM TO 12.30PM; 2.00PM TO 3.30PM , SAT: 8.30AM TO 11.30PM , SUN/PH: CLOSED",From 0 and Up,63457810
ATRIO FAMILY CLINIC,BLK 291 YISHUN STREET 22 #01-349  S(760291),"Operating Hours: , Mondays to Fridays:  8am-2pm, 5.30pm-9.30pm ,   , Saturdays: 8am-2pm, 5.30pm-9.30pm ,   , Sundays: 9am-2pm, 5.30pm-9.30pm , Closed on Public Holidays",From 13 and Up,67520838
ATRIO FAMILY CLINIC (AMK) PTE. LTD.,Blk 532 Ang Mo Kio Avenue 10 #01-2461 Cheng San Centre  S(560532),"Monday to Friday : 08:00 am to 02:00 pm   ,  Tuesday to Wednesday : 08:00 am to 02:00 pm, , 05:30 pm to 09:30 pm   ,  Friday : 08:00 am to 02:00 pm, 05:30 pm to 09:30 pm   ,  Saturday : 08:00 am to 02:00 pm   ,  Sunday : 09:00 am to 02:00 pm",From 13 and Up,64554282
BEDOK  CENTRAL CLINIC,Blk 214 Bedok North Street 1 #01-161  S(460214),Mon-Sat: 09.00am-11.00am,From 13 and Up,62424489
BEDOK DAY & NIGHT CLINIC,BLK 418 BEDOK NORTH AVENUE 2 #01-85  S(460418),"0900-1530, 1830-2100 hrs on Mon-Fri , 0930-1230 hrs on Sat, Sun, PHs",From 13 and Up,64441104
BETHESDA MEDICAL CENTRE,"3 Temasek Boulevard #03-330 Suntec City Mall   , S(038983)",Mon - Fri: 08.30am to 1pm; 2:00pm to 5:00pm Sat: 9.00am to 12:00noon,From 7 and Up,63378933
BINJAI MEDICAL & PAINCARE CLINIC,23 BINJAI PARK  S(589828),"Monday to Friday   , 9am-1pm, 2pm-4pm, 6pm-9pm   ,   , Saturday   , 9am-1pm   ,   , Sunday and public holidays closed.",From 7 and Up,64693737
BISHAN GRACE CLINIC,Blk 150 Bishan Street 11 #01-151  S(570150),Mon to Wed 0830-1400 Thurs to Fri: 0830 - 1200,From 0 and Up,62542232
BLESS MEDICAL CENTRE PTE LTD,Blk 221 Boon Lay Place #01-108 Boon Lay Shopping Centre  S(640221),MONDAY TO FRIDAY 8AM TO 4.00 PM SATURDAY  8AM TO 11AM,From 13 and Up,62664119
Blisscare Medical,"10 SINARAN DRIVE #10-30 Novena Medical , Centre   S(307506)",Monday to Friday 9am to 6pm  Saturday 9am to 1pm,From 0 and Up,62598662
BRADDELL MEDICAL CLINIC,Blk 124 Lorong 1 Toa Payoh #01-489  S(310124),"Mon-Sun: 08.00am to 01.00pm & 06.00pm to , 11.00pm",From 0 and Up,88142803
BUKIT TIMAH CLINIC,621A BUKIT TIMAH ROAD  S(269731),"Mon to Fri: 8:30AM - 12PM, 2PM - 4:30PM Sat: 8.30AM-12PM",From 13 and Up,64665458
C.M.C. WONG BINJAI CLINIC,15 Binjai Park  S(589824),"Public Holiday :  Closed   ,  Monday to Friday : 09:00 am to 05:30 pm   ,  Saturday : 09:00 am to 01:00 pm   ,  Sunday : 09:30 am to 11:00 am",From 0 and Up,64693737
C3 Family Clinic @Aljunied Crescent,BLK 95 ALJUNIED CRESCENT #01-509 MACPHERSON VIEW  S(380095),"Mon, Thu: 07.30am to 02.30pm , Tue, Wed, Fri: 07.30am to 12.30pm   , Sat, Sun: 07.30am to 10.30am   , PH: Closed , Please contact clinic to arrange appointment for pediatric swab",From 0 and Up,67422285
CAMRY MEDICAL CENTRE,Blk 95 Toa Payoh Lorong 4 #01-66  S(310095),"Swabbing hours: Mon – Fri 8.30 -12pm , 1pm -2pm  ",From 0 and Up,62580553
CARE FAMILY CLINIC,Blk 663 Buffalo Road #01-12  S(210663),"Mon to Fri : 8.30am - 12.30pm ,                      1.30pm - 4pm , Mon and Wed : 6pm - 9pm , Sat : 8.30am - 12.30pm , Sun : 1pm - 6pm",From 13 and Up,62995868
CCK family clinic,BLK 304 CHOA CHU KANG AVE 4 #01-653  S(680304),Mon to Friday swab timing at 12 noon,From 7 and Up,68910338
CENTRAL 24-HR CLINIC ( PIONEER NORTH ),Blk 959 Jurong West Street 92 #01-160  S(640959),Mon - Fri: 09.00am to 03.00pm Sat - Sun : 09.00am to 11am,From 13 and Up,62512775
CENTRAL 24-HR CLINIC (BEDOK),"219 Bedok Central #01-124 Multi Storey Car , Park  S(460219)",Mon - Fri: 09.00am to 03.00pm Sat - Sun : 09.00am to 11am,From 13 and Up,62476122
CENTRAL 24-HR CLINIC (CLEMENTI),Blk 450 Clementi Ave 3 #01-291  S(120450),Mon - Fri: 09.00am to 03.00pm Sat - Sun : 09.00am to 11am,From 13 and Up,67732925
CENTRAL 24-HR CLINIC (HOUGANG),681 Hougang Ave 8 #01-831  S(530681),Mon - Fri: 09.00am to 03.00pm Sat - Sun : 09.00am to 11am,From 13 and Up,63876965
CENTRAL 24HR CLINIC (JURONG WEST),Blk 492 Jurong West Street 41 #01-54  S(640492),Mon - Fri: 09.00am to 03.00pm Sat - Sun : 09.00am to 11am,From 13 and Up,65657484
CENTRAL 24-HR CLINIC (MARSILING),Blk 303 Woodlands Street 31 #01-185  S(730303),Mon - Fri: 09.00am to 03.00pm Sat - Sun : 09.00am to 11am,Call to confirm,63652908
CENTRAL 24-HR CLINIC (PASIR RIS),Blk 446 Pasir Ris Drive 6 #01-122  S(510446),Mon - Fri: 09.00am to 03.00pm Sat - Sun : 09.00am to 11am,Call to confirm,65822640
CENTRAL 24-HR CLINIC (TAMPINES),Blk 201D Tampines Street 21 #01-1151  S(524201),Mon - Fri: 09.00am to 03.00pm Sat - Sun : 09.00am to 11am,Call to confirm,69687001
CENTRAL 24-HR CLINIC (YISHUN),701A Yishun Ave 5 #01-04  S(761701),Mon - Fri: 09.00am to 03.00pm Sat - Sun : 09.00am to 11am,From 13 and Up,67597985
CENTRE FOR KIDNEY DISEASES,"304 ORCHARD ROAD #05-23 LUCKY PLAZA   , S(238863)","0830 HRS TO 1700 HRS (MONDAY TO FRIDAY) , 0830 HRS TO 1300 HRS , (SATURDAY/SUNDAY/PUBLIC HOLIDAYS)",From 0 and Up,67364691
CHAN FAMILY CLINIC,"865 Mountbatten Road #02-81H Katong , Shopping Centre  S(437844)",Monday to Friday : 09:00 am to 03:30 pm   Saturday : 09:00 am to 12:30 pm,From 13 and Up,63454683
Changi Clinic,BLK 848 Sims Avenue #01-734 Eunosville  S(400848),"Mondays to Fridays, 830 to 1230, 1400 to 1700. , Saturdays 0800 to 1200. Closed Sunday and Public Holidays",From 13 and Up,67428865
Chest and Internal medicine Clinic,"38 IRRAWADDY ROAD #10-25 Mount Elizabeth , Novena Specialist Centre  S(329563)","Monday to friday 9 am -5 pm, saturday 9 am -1 pm",From 13 and Up,66944333
CHIA CLINIC AND SURGERY,"27 Foch Road #01-04 Hoa Nam Building   , S(209264)","MONDAY TO FRIDAY: 9AM TO 12.30PM, 2PM TO , 5PM , SATURDAY: 9AM TO 12.30PM",From 13 and Up,62980959
CHIN CHOO CLINIC,Blk 35 Circuit Road #01-430  S(370035),"Mon - Fri: 09.00am to 11:45am, 2:00pm to 3:45pm, 6:00pm to 8:45PM. , Sat: 09:00am to 11:45am",From 7 and Up,67452815
CHINATOWN WELLNESS CLINIC,"531 UPPER CROSS STREET #02-02 HONG LIM , COMPLEX  S(050531)","Mon, Tues, Thur, Fri , 830am to 1pm , 2pm to 5pm , Wed , 830am to 1 pm , Sat , 9am to 1 pm , Sun & Public holidays  closed",From 13 and Up,62267188
Chinatown Wellness Clinic,"531 UPPER CROSS STREET #02-02 HONG LIM , COMPLEX  S(050531)","Mon, Tues, Thur, Fri , 830am to 1pm , 2pm to 5pm , Wed , 830am to 1 pm , Sat , 9am to 1 pm , Sun & Public holidays  closed",From 13 and Up,62267188
CHNG CLINIC AND SURGERY,Blk 178 Toa Payoh Central #01-236  S(310178),"Mon to Fri 8.30am to 12.30pm, 2pm to 4pm , Sat and Sun 9am to 12pm , PH Closed",From 7 and Up,62504522
Chua & Partners Family Clinic,18 Jalan Membina #02-05  S(164018),"9am -2pm, 6pm-9pm Mon-Friday   , 9am-1pm Sat , Closed on Sunday and PH",From 13 and Up,62719004
CHUA MEDICAL CENTRE PTE LTD,Blk 248 Simei St 3 #01-134  S(520248),"Mon-Fri: , 9 am to 12.30pm, 2.30 to 6pm (Wed afternoon closed) ,   , Sun: , 9 am to 3pm",From 13 and Up,67853825
CHUA MEDICAL CLINIC AND SURGERY PTE. LTD.,Blk 642 Bukit Batok Central #01-52  S(650642),"Mon, Wed, Fri: 8.30am - 4:30pm , Tue, Thu: 4pm - 4:30pm , Sat: 8.30am - 12.30pm",From 0 and Up,69726948
CHUAH CLINIC & SURGERY PTE LTD,Blk 113 Aljunied Ave 2 #01-19  S(380113),Monday to Sunday 8.30am to 4pm,From 0 and Up,67452104
CHUNG & EE MEDICAL CLINIC,Blk 10 Telok Blangah Crescent #01-151  S(090010),"Mon/Tue/Thu/Fri: 09.00am to 04.00pm , Wed/Sat: 09.00am to 12.00pm , Sun/PH: Closed",From 0 and Up,69963782
CityHealth Clinic & Surgery,"152 Beach Road #03-08 Gateway East   , S(189721)",MON-FRI 0900-1200;1400-1600,From 13 and Up,62995398
Clari Health CBD Travel Clinic,"10 ANSON ROAD #16-01E INTERNATIONAL , PLAZA  S(079903)",Wednesday - 12nn to 6pm Saturday - 10am to 3pm,From 13 and Up,63138209
CLIFFORD DISPENSARY PTE LTD,"350 ORCHARD ROAD #15-03 SHAW HOUSE   , S(238868)","Mondays to Fridays 9am to 1pm, 2pm to 5pm , Saturdays 9am to 1pm , (By appointment only)",From 7 and Up,67374341
CLOVER MEDICAL CLINIC PTE LTD,"21 Choa Chu Kang North 6 #01-01 Yew Tee , Point  S(689578)",Monday - Thursday : 0830 - 1600hours Friday - Saturday : 0900 - 1200hours,From 7 and Up,65094480
COMFORT CLINIC & SURGERY,Blk 214 Serangoon Ave 4 #01-100  S(550214),"Mon to Fri : 9.00 am to 12.00 pm  2.00 pm to 3.30 pm , Sat, Sun    : 9.00 am to 12.00 pm , PH             : Closed",From 7 and Up,62807271
Complete Healthcare International,"350 ORCHARD ROAD #10-00 SHAW HOUSE , S(238868)","Monday to Friday :   8.30am to 12.30pm  ,  2.00pm to 5.00pm , Saturday : 8.30am to 12.00pm , Sunday and public holiday : Close",From 13 and Up,67762288
CORNERSTONE MEDICAL,Blk 29A Ghim Moh Link #01-03  S(271029),"Mon-Fri: 9am to 3pm , Sat: 9am to 1pm , PH: Closed",From 7 and Up,62620018
CORNERSTONE MEDICAL BIDADARI,Blk 106A Bidadari Park Drive #01-03  S(341106),"Mon-Fri: 9am to 3pm , Sat: 9am to 1pm , Sun and PH: Closed",From 7 and Up,67075660
CRAWFURD MEDICAL,"3 Temasek Boulevard #02-482 Suntec City Mall   , S(038983)","Mondays to Fridays - 8.30am to 12.00nn & 2.00pm to 4.00pm   , Saturdays - 8.30am to 11.00am , Closed on Sundays and Public Holidays.",From 0 and Up,68049580
CROSSROADS FAMILY CLINIC,Blk 601B Tampines Avenue 9 #01-10 Tampines Greenridges  S(522601),"Mon - Sat: 8am to 12.30pm , Mon, Tues, Wed & Fri : 2 - 4pm , Mon, Wed, Sun : 5.30 - 8.30pm",From 0 and Up,65927080
DA CLINIC @ ANSON,"10 Anson Road #01-12 International Plaza   , S(079903)","Mon -  Fri: , 9am to 7pm",From 13 and Up,69541012
DA CLINIC @ BISHAN,Blk 501 Bishan Street 11 #01-374  S(570501),"Monday to Friday : 09:00 am to 09:00 pm   ,  Saturday to Sunday : 09:00 am to 12:00 pm, 06:00 pm to 09:00 pm",From 13 and Up,62623759
DA CLINIC @ BUKIT BATOK,Blk 451 Bukit Batok West Avenue 6 #01-02  S(650451),"Public Holiday : 09:00 am to 12:00 pm, 06:00 pm to 09:00 pm   ,  Saturday to Sunday : 09:00 am to 12:00 pm, 06:00 pm to 09:00 pm",From 13 and Up,62599531
DA CLINIC @ POTONG PASIR,"51 Upper Serangoon Road #01-53 The Poiz , Centre  S(347697)","Public Holiday : 09:00 am to 09:00 pm   ,  Monday to Sunday : 09:00 am to 09:00 pm",From 13 and Up,69540513
DA CLINIC @ SEMBAWANG,"604 Sembawang Road #B1-06 Sembawang , Shopping Centre  S(758459)","Public Holiday :  Closed   ,  Monday :  Closed   ,  Tuesday : 09:00 am to 02:00 pm   ,  Wednesday to Sunday :  Closed",From 13 and Up,62193658
DA CLINIC @ TAMAN JURONG,Blk 140  Corporation Drive #01-03  S(610410),"Mon: 9AM - 9PM, 6PM - 8:45PM, no physical doctors from 4PM - 6PM , Tue: 9AM - 4PM , Wed: 9AM - 6:45PM , Thu: 9AM - 4PM , Fri: 9AM - 5:45PM",From 13 and Up,69541012
DAYSPRING MEDICAL CLINIC (TAMPINES),"2 Tampines Central 5 #04-09 Century Square   , S(529509)","monday to friday 9am to 1pm, 2pm to 5pm - appointment not required , ,6pm to 9 pm evening - by appointments only saturday 9am to 1pm-  appointment not required",From 0 and Up,67890123
Dedicare Medical Practice & Surgery @ Hougang,BLK 419 HOUGANG AVENUE 8 #01-K1  S(530419),"Mon : 8am-1pm; 2pm-8pm , Tue : 2pm-8pm , Wed : 2pm-8pm , Thu : 8am-1pm; 2pm-8pm , Fri : 8am-1pm; 2pm-8pm , Sat : 2pm-5pm , Sun : 8am-1pm",From 13 and Up,69803066
DOCTORS CLINIC & SURGERY,Blk 305 Woodlands Street 31 #01-91  S(730305),"Monday to Friday: 8.30 am to 12 noon, 2pm to 4.30pm, 6.30pm to 9pm Saturday: 8.30 am to 12 noon. , Sunday: 8.30am to 12 noon.",From 13 and Up,62691017
DOCTORS INC MEDICAL GROUP,Blk 178 Toa Payoh Central #01-206  S(310178),"9am-5pm, 6pm-8pm Mon-Fri   , 9am-1pm, 5pm-8pm Sat , 5pm-8pm Sun",From 13 and Up,63563633
"DOCTORS KOO, LOH & ASSOCIATES (PTE) LTD",BLK 152 YUNG HO RD #B1-03  S(610152),"Monday to Friday 9.00am to 12.00pm & 2.00pm to , 4.00pm",From 13 and Up,62665939
DOVER MEDICAL CENTRE,"1 Fusionopolis Way #03-05 Connexis   , S(138632)","Mon - Fri : 8.30 am to 12.30 pm, 01.30pm to , 05.45pm , Sat to Sun  : Closed , PH : Closed",From 7 and Up,67756266
DR STANLEY PECK FAMILY CLINIC,Blk 636 Bukit Batok Central #01-06  S(650636),"Mondays to Thursdays 8am to 1 pm and 6 pm to 9 pm, Fridays 8 am to 1 pm and Saturdays 8 am to 12 noon. Closed on Sundays and Public Holidays",From 0 and Up,69177889
Drs Bain & Partners,"1 RAFFLES QUAY #09-03 ONE RAFFLES QUAY - , NORTH TOWER  S(048583)","Public Holiday :  Closed   ,  Monday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm   ,  Saturday : 08:30 am to 01:00 pm   ,  Sunday :  Closed",From 2 and Up,65325522
DRS KOO & NEOH MEDICAL GROUP,"61 CHOA CHU KANG DRIVE #02-01 YEW TEE , MRT STATION  S(689715)","Mon-Fri: 9am to 11.30am; 2pm to 4pm; 6.30pm to , 8pm , Sat: 9am to 11.30am , Closed on Sun & PH , Mon-Fri: 8.30am to 1pm; 2pm tp 5.30pm; 6pm to , 8.30pm , Sat & Sun: 8.30am to 12pm; 2.30pm to 5pm; 6pm to 8pm   , PH: 9am to 11.30am",From 13 and Up ,63677066
DRS KOO & NEOH MEDICAL GROUP,"70 WOODLANDS AVENUE 7 #01-01 ADMIRALTY , MRT STATION  S(738344)","Mon-Fri: 8.30am to 1pm; 2pm tp 5.30pm; 6pm to , 8.30pm , Sat & Sun: 8.30am to 12pm; 2.30pm to 5pm; 6pm to 8pm   , PH: 9am to 11.30am",,
Drs Koo & Neoh Medical Group,"900 SOUTH WOODLANDS DRIVE #04-05 , WOODLANDS CIVIC CENTRE  S(730900)","Mon-Fri: 8.30am to 12.30pm; 2pm to 4.30pm , Sat: 8.30am to 12.30pm , Closed on Sun & PH",From 13 and Up,64626294
"Drs Koo, Fok & Associates Pte Ltd",55 BENOI ROAD #01-12  S(629907),Monday to Friday: 8.30 am to 12 noon Saturday/ Sunday/ PH: closed,From 13 and Up,62922975
"DRS SINGH & PARTNERS, RAFFLES CITY MEDICAL CENTRE","252 North Bridge Rd #02-16 Raffles City , Shopping Centre  S(179103)",MONDAY TO SATURDAY 9.00AM TO 12.30PM SUNDAY AND PUBLIC HOLIDAY : CLOSED,From 13 and Up,63388883
DRS TANG & PARTNERS PTE. LTD.,64 Yung Kuang Road #01-115  S(610064),"Mon-Fri: 9.00am to 5.00pm , Sat: 9.00am to 12.00pm , Sun: Closed , PH: Closed",From 7 and Up,62656077
Drs. Bain & Partners,"2 INTERNATIONAL BUSINESS PARK #01- , 06A/07A THE STRATEGY S(609930)","Mon-Fri 0830 - 1300hrs 1400 - 1700hrs , Sat 0900 - 1230hr , Sunday and Public Holidays - Closed",From 13 and Up,63162648
DTAP @ Novena,"10 SINARAN DRIVE #08-31 NOVENA MEDICAL , CENTER  S(307506)",Monday - Friday 8.30am - 5.30pm Sat 9am -1pm,From 13 and Up,63972095
E.J. TAN CLINIC & SURGERY,Blk 104 Jurong East Street 13 #01-100 Jurong East Ville  S(600104),"Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pm, 07:00 pm to 09:30 pm   ,  Saturday : 08:30 am to 12:30 pm, 07:00 pm to 09:00 pm",From 13 and Up,65606600
EC family clinic pte ltd,"30 EUNOS CRESCENT #01-17/18 EUNOS MRT , STATION  S(409423)","Monday to Friday 9.30am to 1pm, 4.30pm to , 7.00pm , Saturday 10.00am to 1pm, 4.30pm to 6.00pm , Sunday 10am to 1pm, 2.30pm to 5pm , Closed on public holiday",From 13 and Up,67426103
EDGEDALE MEDICAL CLINIC,Blk 122A Edgedale Plains #01-187  S(821122),"Mon: , 9am to1pm, 2.30 to 4.30pm, 6 to 9pm ,   , Tues – Fri: , 9am to 1pm, 6 to 9pm ,   , Weekends: , 9am to 1pm, 6.30 to 8.30pm ,   , PH: Closed",From 13 and Up,66352272
EDGEDALE MEDICAL CLINIC (CAMBRIDGE),Blk 40 Cambridge Road #01-115  S(210040),"Weekdays: , 9am to 12pm ,   , Weekends & PH: Closed  ",From 13 and Up,62921088
EE CLINIC,128 Ang Mo Kio Ave 3 #01-1859  S(560128),"Mon, Tue, Thu, Fri: 0830 -1200, 1400 - 1630, 1900 - 2100 , Wed: 0830 - 1200, 1400 - 1630 , Sat: 0830 - 1200 , Sun & PH: Closed",From 7 and Up,64521042
EHA CLINIC @ JURONG,Blk 492 Jurong West Street 41 #01-40  S(640492),"Monday to Friday : 09:00 am to 01:00 pm, 02:30 pm to 04:30 pm, 06:30 pm to 10:00 pm   ,  Saturday to Sunday : 09:00 am to 01:00 pm, 05:00 pm to 10:00 pm",From 13 and Up,65660257
EIDDWEN FAMILY MEDICINE,Blk 34 Cassia Crescent #01-80  S(390034),"Monday to Friday : 08:30 am to 12:30 pm, 02:30 pm",From 13 and Up,69705818
EJ FAMILY CLINIC & SURGERY,109 Toa Payoh Lor 1 #01-314  S(310109),"Mon - Fri: 08.00am to 02.00pm, 06.00pm to , 09.00pm , Sat: 08.00am to 11.00am , Sun: 08.00am to 02.00pm , PH: Closed",From 7 and Up,63530811
ELISSA MEDICAL CLINIC,"1 Hougang Street 91 #01-21 Hougang 1   , S(538692)","Tue & Thu 0830am-9pm , Wed & Fri 0830am-5pm , Sat 0830am-1pm",From 0 and Up,63122632
Etern Medical Clinic,BLK 70 PUNGGOL CENTRAL #01-05 PUNGGOL MRT STATION  S(828868),"Mon - Fri: 08.30am to 01.00pm, 02.00pm to , 05.00pm, 06.30pm to 09.30pm   , Sat - Sun: 08.30am to 01.00pm   , PH: 08.30am to 01.00pm",From 0 and Up,64259935
Etern Medical Clinic (Fernvale Palm),BLK 432A SENGKANG WEST WAY #01-03  S(791432),"Mon - Fri: 08.30am to 01.00pm   , Mon-Fri : 6.30pm to 9.30pm , Sat - Sun: Closed   , PH: Closed",From 0 and Up,66047224
Etern Medical Clinic (Punggol Sumang LRT),"BLK 308C PUNGGOL WALK #01-302 , WATERWAY TERRACES I  S(823308)","Mon - Fri: 08.30am to 01.00pm   , Mon - Wed : 6.30pm to 9.30pm , Sat - Sun: Closed   , PH: Closed",From 0 and Up,62467288
